Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,782791,-,-,-,47.49,-93.02,-6,464,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,1.7000000000000002,-24,155.32,966,-24.900000000000002
2013,1,1,1,30,0,0,0,1.8,-24.400000000000002,151.33,966,-25.5
2013,1,1,2,30,0,0,0,1.8,-24.900000000000002,143.71,966,-26
2013,1,1,3,30,0,0,0,1.8,-25.3,134.37,966,-26.5
2013,1,1,4,30,0,0,0,1.8,-25.400000000000002,124.37,965,-27.1
2013,1,1,5,30,0,0,0,1.7000000000000002,-25.1,114.27,965,-27.200000000000003
2013,1,1,6,30,0,0,0,1.7000000000000002,-24.6,104.42,964,-27.200000000000003
2013,1,1,7,30,0,0,0,1.7000000000000002,-23.900000000000002,95.14,964,-26.900000000000002
2013,1,1,8,30,21,21,0,2.1,-22.3,86.53,964,-26.1
2013,1,1,9,30,171,40,727,2.8000000000000003,-20.1,79.60000000000001,963,-24
2013,1,1,10,30,278,52,834,3.2,-18.2,74.29,963,-22
2013,1,1,11,30,164,134,94,3.2,-16.400000000000002,71.14,962,-20.1
2013,1,1,12,30,213,135,233,3.2,-14.600000000000001,70.45,961,-18
2013,1,1,13,30,202,114,291,3,-13.200000000000001,72.32000000000001,960,-16.1
2013,1,1,14,30,69,69,0,2.5,-12.5,76.54,960,-14.700000000000001
2013,1,1,15,30,31,31,0,1.8,-12.600000000000001,82.69,960,-14
2013,1,1,16,30,0,0,0,1.7000000000000002,-12.8,89.96000000000001,959,-14.3
2013,1,1,17,30,0,0,0,1.9000000000000001,-12.700000000000001,99.39,959,-14.100000000000001
2013,1,1,18,30,0,0,0,2,-12.600000000000001,108.97,959,-13.9
2013,1,1,19,30,0,0,0,2,-12.8,118.98,959,-13.9
2013,1,1,20,30,0,0,0,2,-13,129.08,958,-14.100000000000001
2013,1,1,21,30,0,0,0,1.8,-13.200000000000001,138.85,958,-14.4
2013,1,1,22,30,0,0,0,1.7000000000000002,-13.5,147.55,957,-14.700000000000001
2013,1,1,23,30,0,0,0,1.7000000000000002,-13.5,153.73,957,-14.9
2013,1,2,0,30,0,0,0,1.7000000000000002,-13.3,155.25,957,-14.700000000000001
2013,1,2,1,30,0,0,0,1.7000000000000002,-13.100000000000001,151.3,957,-14.5
2013,1,2,2,30,0,0,0,1.7000000000000002,-12.9,143.71,957,-14.4
2013,1,2,3,30,0,0,0,1.8,-12.600000000000001,134.39000000000001,957,-14.200000000000001
2013,1,2,4,30,0,0,0,2,-12.3,124.39,956,-13.9
2013,1,2,5,30,0,0,0,2,-12.100000000000001,114.28,956,-13.700000000000001
2013,1,2,6,30,0,0,0,2,-12,104.43,956,-13.600000000000001
2013,1,2,7,30,0,0,0,2.1,-11.9,95.14,956,-13.600000000000001
2013,1,2,8,30,42,23,303,2.3000000000000003,-11.5,86.53,957,-13.4
2013,1,2,9,30,156,54,565,2.5,-10.9,79.57000000000001,957,-12.9
2013,1,2,10,30,113,104,33,2.6,-10.3,74.24,957,-12.3
2013,1,2,11,30,135,125,30,2.6,-9.8,71.06,957,-11.700000000000001
2013,1,2,12,30,94,94,0,2.4000000000000004,-9.4,70.36,957,-11.3
2013,1,2,13,30,34,34,0,2,-9.200000000000001,72.21000000000001,957,-10.9
2013,1,2,14,30,39,39,0,1.4000000000000001,-9.3,76.41,957,-10.700000000000001
2013,1,2,15,30,21,21,0,0.9,-10,82.56,958,-10.700000000000001
2013,1,2,16,30,0,0,0,0.8,-11,89.85000000000001,959,-11.700000000000001
2013,1,2,17,30,0,0,0,0.9,-11.200000000000001,99.25,959,-12.200000000000001
2013,1,2,18,30,0,0,0,1.3,-10.9,108.83,960,-12.100000000000001
2013,1,2,19,30,0,0,0,1.5,-10.700000000000001,118.84,960,-11.8
2013,1,2,20,30,0,0,0,1.8,-10.5,128.94,960,-11.600000000000001
2013,1,2,21,30,0,0,0,2,-10.700000000000001,138.71,961,-11.5
2013,1,2,22,30,0,0,0,2,-11.100000000000001,147.41,961,-11.9
2013,1,2,23,30,0,0,0,2.1,-11.600000000000001,153.61,962,-12.4
2013,1,3,0,30,0,0,0,2.2,-11.9,155.16,962,-12.9
2013,1,3,1,30,0,0,0,2.5,-12.3,151.26,963,-13.3
2013,1,3,2,30,0,0,0,2.6,-12.8,143.70000000000002,963,-13.8
2013,1,3,3,30,0,0,0,2.5,-13.5,134.39000000000001,964,-14.600000000000001
2013,1,3,4,30,0,0,0,2.3000000000000003,-14,124.4,964,-15.4
2013,1,3,5,30,0,0,0,2,-14.5,114.29,964,-16
2013,1,3,6,30,0,0,0,1.9000000000000001,-15,104.43,965,-16.7
2013,1,3,7,30,0,0,0,1.8,-15.4,95.13,965,-17.2
2013,1,3,8,30,44,22,359,2.1,-15,86.51,965,-17.6
2013,1,3,9,30,120,58,339,2.7,-14.100000000000001,79.53,965,-17
2013,1,3,10,30,268,59,766,3.2,-13.3,74.18,965,-16.2
2013,1,3,11,30,332,67,812,3.6,-12.600000000000001,70.98,964,-15.600000000000001
2013,1,3,12,30,346,69,820,4,-11.9,70.25,963,-14.9
2013,1,3,13,30,309,65,793,4.3,-11.200000000000001,72.09,962,-14.100000000000001
2013,1,3,14,30,228,55,728,4.2,-10.700000000000001,76.28,961,-13.3
2013,1,3,15,30,110,37,556,3.9000000000000004,-10.8,82.42,961,-12.700000000000001
2013,1,3,16,30,0,0,0,3.9000000000000004,-11.4,89.73,960,-12.8
2013,1,3,17,30,0,0,0,4.2,-11.8,99.10000000000001,960,-13.200000000000001
2013,1,3,18,30,0,0,0,5.1000000000000005,-11.9,108.68,958,-13.3
2013,1,3,19,30,0,0,0,5.300000000000001,-11.700000000000001,118.69,956,-13.200000000000001
2013,1,3,20,30,0,0,0,5.2,-11.5,128.79,956,-12.8
2013,1,3,21,30,0,0,0,4.7,-11.3,138.56,955,-12.700000000000001
2013,1,3,22,30,0,0,0,4.3,-11.100000000000001,147.27,955,-12.4
2013,1,3,23,30,0,0,0,3.8000000000000003,-10.9,153.48,955,-12.100000000000001
2013,1,4,0,30,0,0,0,3.4000000000000004,-11,155.07,956,-12
2013,1,4,1,30,0,0,0,3,-11.3,151.22,956,-12.100000000000001
2013,1,4,2,30,0,0,0,2.7,-11.8,143.69,956,-12.600000000000001
2013,1,4,3,30,0,0,0,2.4000000000000004,-12.200000000000001,134.39000000000001,957,-13.200000000000001
2013,1,4,4,30,0,0,0,2.3000000000000003,-12.5,124.41,957,-13.5
2013,1,4,5,30,0,0,0,2.3000000000000003,-12.700000000000001,114.3,957,-13.8
2013,1,4,6,30,0,0,0,2.3000000000000003,-12.700000000000001,104.43,958,-14
2013,1,4,7,30,0,0,0,2.5,-12.5,95.12,958,-14
2013,1,4,8,30,48,21,447,2.9000000000000004,-10.9,86.48,958,-13.600000000000001
2013,1,4,9,30,173,41,723,3.2,-8.5,79.49,959,-10.8
2013,1,4,10,30,282,53,835,3.3000000000000003,-6.800000000000001,74.12,960,-8.700000000000001
2013,1,4,11,30,344,59,871,3.5,-5.4,70.89,960,-7.6000000000000005
2013,1,4,12,30,359,60,881,3.6,-4.5,70.14,960,-6.6000000000000005
2013,1,4,13,30,322,56,859,3.1,-4.4,71.96000000000001,960,-6.1000000000000005
2013,1,4,14,30,237,48,791,2.3000000000000003,-5.2,76.15,961,-6.1000000000000005
2013,1,4,15,30,119,33,635,1.6,-7.5,82.28,961,-7.5
2013,1,4,16,30,0,0,0,1.4000000000000001,-10.3,89.60000000000001,962,-10.3
2013,1,4,17,30,0,0,0,1.4000000000000001,-11.5,98.95,962,-11.5
2013,1,4,18,30,0,0,0,1.3,-13.200000000000001,108.53,962,-13.200000000000001
2013,1,4,19,30,0,0,0,1.2000000000000002,-13.4,118.54,963,-13.4
2013,1,4,20,30,0,0,0,1.2000000000000002,-13,128.64000000000001,963,-13
2013,1,4,21,30,0,0,0,1.2000000000000002,-12.600000000000001,138.41,963,-12.9
2013,1,4,22,30,0,0,0,1.1,-12.3,147.12,963,-13
2013,1,4,23,30,0,0,0,1.1,-12.4,153.34,963,-13
2013,1,5,0,30,0,0,0,1.1,-12.9,154.97,963,-13.5
2013,1,5,1,30,0,0,0,1.1,-13.5,151.16,963,-14.3
2013,1,5,2,30,0,0,0,1.1,-13.8,143.66,962,-14.9
2013,1,5,3,30,0,0,0,1.2000000000000002,-14.100000000000001,134.39000000000001,961,-15.3
2013,1,5,4,30,0,0,0,1.2000000000000002,-14.5,124.41,961,-15.600000000000001
2013,1,5,5,30,0,0,0,1.2000000000000002,-14.9,114.29,960,-16.1
2013,1,5,6,30,0,0,0,1.1,-15,104.42,960,-16.400000000000002
2013,1,5,7,30,0,0,0,1,-14.700000000000001,95.10000000000001,959,-16.2
2013,1,5,8,30,46,22,392,0.9,-13.8,86.45,959,-15.8
2013,1,5,9,30,74,68,33,1,-12.3,79.43,959,-14.8
2013,1,5,10,30,168,106,224,1.3,-10.5,74.04,959,-13.200000000000001
2013,1,5,11,30,154,134,62,1.4000000000000001,-8.9,70.79,958,-11.5
2013,1,5,12,30,229,133,281,1.4000000000000001,-7.7,70.03,957,-10.4
2013,1,5,13,30,118,114,12,1.6,-6.9,71.83,957,-9.3
2013,1,5,14,30,50,50,0,1.5,-7.2,76,957,-8.8
2013,1,5,15,30,67,50,125,1.3,-9.4,82.13,957,-9.5
2013,1,5,16,30,0,0,0,1.7000000000000002,-11.9,89.47,957,-12.3
2013,1,5,17,30,0,0,0,1.9000000000000001,-12.700000000000001,98.8,958,-13.8
2013,1,5,18,30,0,0,0,2.1,-13.100000000000001,108.38,959,-14.100000000000001
2013,1,5,19,30,0,0,0,2.1,-12.600000000000001,118.39,959,-14
2013,1,5,20,30,0,0,0,2.1,-11.9,128.49,959,-13.4
2013,1,5,21,30,0,0,0,2.1,-11.600000000000001,138.26,960,-12.9
2013,1,5,22,30,0,0,0,2.1,-11.600000000000001,146.96,960,-12.8
2013,1,5,23,30,0,0,0,2.2,-11.8,153.20000000000002,960,-13.100000000000001
2013,1,6,0,30,0,0,0,2.1,-12,154.86,961,-13.4
2013,1,6,1,30,0,0,0,1.8,-12.4,151.1,961,-13.700000000000001
2013,1,6,2,30,0,0,0,1.7000000000000002,-13.8,143.63,962,-14.5
2013,1,6,3,30,0,0,0,1.7000000000000002,-16,134.37,963,-16.5
2013,1,6,4,30,0,0,0,1.8,-17.5,124.4,963,-18.3
2013,1,6,5,30,0,0,0,1.7000000000000002,-18.3,114.29,964,-19.1
2013,1,6,6,30,0,0,0,1.6,-18.6,104.4,964,-19.6
2013,1,6,7,30,0,0,0,1.4000000000000001,-18.400000000000002,95.07000000000001,965,-19.900000000000002
2013,1,6,8,30,49,21,454,1.2000000000000002,-17.1,86.4,965,-19.8
2013,1,6,9,30,99,69,167,1.1,-14.5,79.37,966,-18.400000000000002
2013,1,6,10,30,177,103,266,1.1,-11.9,73.96000000000001,966,-16.3
2013,1,6,11,30,252,107,441,1,-10.200000000000001,70.69,965,-15.200000000000001
2013,1,6,12,30,296,81,625,1,-9.1,69.9,964,-14.100000000000001
2013,1,6,13,30,326,57,857,1.2000000000000002,-8.4,71.69,964,-13.200000000000001
2013,1,6,14,30,145,93,215,1.3,-8.9,75.85000000000001,964,-12.3
2013,1,6,15,30,123,37,615,1.4000000000000001,-10.9,81.97,964,-12.8
2013,1,6,16,30,0,0,0,1.8,-12.200000000000001,89.33,963,-15
2013,1,6,17,30,0,0,0,2.1,-12.200000000000001,98.64,963,-14.700000000000001
2013,1,6,18,30,0,0,0,2.9000000000000004,-11.4,108.22,962,-13.600000000000001
2013,1,6,19,30,0,0,0,3.4000000000000004,-11.5,118.23,960,-13.3
2013,1,6,20,30,0,0,0,3.7,-11.700000000000001,128.33,959,-13.4
2013,1,6,21,30,0,0,0,4,-12.100000000000001,138.1,958,-13.5
2013,1,6,22,30,0,0,0,4.2,-12.200000000000001,146.8,957,-13.700000000000001
2013,1,6,23,30,0,0,0,4.3,-11.8,153.05,956,-13.600000000000001
2013,1,7,0,30,0,0,0,4.4,-11.4,154.74,954,-13
2013,1,7,1,30,0,0,0,4.2,-11,151.03,953,-12.5
2013,1,7,2,30,0,0,0,4,-10.700000000000001,143.6,952,-12.100000000000001
2013,1,7,3,30,0,0,0,3.8000000000000003,-10.600000000000001,134.35,951,-11.9
2013,1,7,4,30,0,0,0,3.8000000000000003,-10.4,124.39,951,-11.700000000000001
2013,1,7,5,30,0,0,0,3.9000000000000004,-10.200000000000001,114.27,950,-11.5
2013,1,7,6,30,0,0,0,3.9000000000000004,-10.100000000000001,104.38,950,-11.3
2013,1,7,7,30,0,0,0,3.8000000000000003,-9.9,95.04,950,-11.200000000000001
2013,1,7,8,30,16,16,0,4,-9,86.37,951,-10.9
2013,1,7,9,30,123,59,342,4.3,-6.7,79.31,951,-9.3
2013,1,7,10,30,281,51,827,4.6000000000000005,-4,73.87,951,-6.5
2013,1,7,11,30,348,56,876,4.800000000000001,-2,70.58,950,-4.3
2013,1,7,12,30,364,59,882,5,-0.8,69.77,951,-2.8000000000000003
2013,1,7,13,30,229,110,375,5.1000000000000005,-0.5,71.54,951,-2
2013,1,7,14,30,244,48,794,4.7,-0.8,75.69,952,-2
2013,1,7,15,30,125,34,641,4.2,-1.9000000000000001,81.82000000000001,953,-2.5
2013,1,7,16,30,0,0,0,3.4000000000000004,-3.3000000000000003,89.21000000000001,954,-3.5
2013,1,7,17,30,0,0,0,3,-4,98.47,954,-4.7
2013,1,7,18,30,0,0,0,2.2,-6.5,108.06,955,-6.5
2013,1,7,19,30,0,0,0,2,-7.6000000000000005,118.07000000000001,955,-7.6000000000000005
2013,1,7,20,30,0,0,0,1.9000000000000001,-8.6,128.17000000000002,956,-8.6
2013,1,7,21,30,0,0,0,1.7000000000000002,-9.4,137.93,956,-9.4
2013,1,7,22,30,0,0,0,1.6,-9.700000000000001,146.64000000000001,956,-9.700000000000001
2013,1,7,23,30,0,0,0,1.6,-9.600000000000001,152.89000000000001,956,-9.9
2013,1,8,0,30,0,0,0,1.5,-9.600000000000001,154.62,957,-10.100000000000001
2013,1,8,1,30,0,0,0,1.4000000000000001,-9.9,150.95000000000002,957,-10.5
2013,1,8,2,30,0,0,0,1.3,-10.3,143.55,958,-11
2013,1,8,3,30,0,0,0,1.2000000000000002,-10.700000000000001,134.33,958,-11.4
2013,1,8,4,30,0,0,0,1.2000000000000002,-11.200000000000001,124.37,958,-12
2013,1,8,5,30,0,0,0,1.3,-11.600000000000001,114.25,958,-12.4
2013,1,8,6,30,0,0,0,1.5,-11.8,104.35000000000001,957,-12.9
2013,1,8,7,30,0,0,0,1.9000000000000001,-11.4,95,957,-13
2013,1,8,8,30,33,23,152,2.2,-10.200000000000001,86.31,957,-12.200000000000001
2013,1,8,9,30,108,68,215,2.6,-8.9,79.23,957,-10.9
2013,1,8,10,30,112,105,23,2.7,-7.800000000000001,73.77,957,-10
2013,1,8,11,30,196,139,171,2.7,-6.800000000000001,70.46000000000001,956,-9
2013,1,8,12,30,164,142,61,2.7,-5.800000000000001,69.63,955,-7.800000000000001
2013,1,8,13,30,87,87,0,2.8000000000000003,-5.1000000000000005,71.39,954,-6.800000000000001
2013,1,8,14,30,121,99,87,3.1,-4.800000000000001,75.53,953,-6
2013,1,8,15,30,68,53,103,3.2,-4.7,81.65,952,-5.5
2013,1,8,16,30,0,0,0,3.3000000000000003,-4.6000000000000005,89.06,951,-5.300000000000001
2013,1,8,17,30,0,0,0,3.3000000000000003,-4.5,98.31,951,-4.9
2013,1,8,18,30,0,0,0,3.2,-4.1000000000000005,107.89,949,-4.5
2013,1,8,19,30,0,0,0,3.1,-4,117.9,949,-4.3
2013,1,8,20,30,0,0,0,3.1,-4.3,128,949,-4.4
2013,1,8,21,30,0,0,0,3.3000000000000003,-4.6000000000000005,137.77,949,-4.7
2013,1,8,22,30,0,0,0,3.4000000000000004,-5.2,146.47,949,-5.2
2013,1,8,23,30,0,0,0,3.8000000000000003,-6,152.73,950,-6
2013,1,9,0,30,0,0,0,4.1000000000000005,-6.300000000000001,154.49,950,-6.800000000000001
2013,1,9,1,30,0,0,0,4.5,-5.800000000000001,150.87,951,-6.7
2013,1,9,2,30,0,0,0,5.2,-4.7,143.5,952,-5.9
2013,1,9,3,30,0,0,0,5.9,-3.8000000000000003,134.29,952,-4.800000000000001
2013,1,9,4,30,0,0,0,6.300000000000001,-3.7,124.34,953,-4.4
2013,1,9,5,30,0,0,0,6.4,-4.4,114.22,954,-5
2013,1,9,6,30,0,0,0,6.300000000000001,-5.4,104.32000000000001,956,-6.300000000000001
2013,1,9,7,30,0,0,0,6,-6.4,94.95,957,-7.7
2013,1,9,8,30,19,19,0,5.7,-6.6000000000000005,86.25,959,-8.6
2013,1,9,9,30,79,71,47,5.4,-6.300000000000001,79.15,961,-8.6
2013,1,9,10,30,149,114,124,5.1000000000000005,-5.7,73.67,962,-8.200000000000001
2013,1,9,11,30,188,141,140,4.7,-5.1000000000000005,70.33,963,-7.7
2013,1,9,12,30,198,148,144,4.2,-4.6000000000000005,69.48,963,-7.2
2013,1,9,13,30,166,133,102,3.6,-4.5,71.22,965,-6.800000000000001
2013,1,9,14,30,93,91,8,2.7,-4.9,75.36,966,-6.7
2013,1,9,15,30,53,52,7,2,-6.6000000000000005,81.48,968,-7.300000000000001
2013,1,9,16,30,6,6,0,1.8,-8.3,88.9,968,-9.4
2013,1,9,17,30,0,0,0,1.9000000000000001,-8.9,98.13,969,-10.600000000000001
2013,1,9,18,30,0,0,0,1.4000000000000001,-9.4,107.72,969,-10.9
2013,1,9,19,30,0,0,0,1.2000000000000002,-10.100000000000001,117.73,968,-11.5
2013,1,9,20,30,0,0,0,1.4000000000000001,-10.700000000000001,127.83,967,-11.700000000000001
2013,1,9,21,30,0,0,0,1.9000000000000001,-10.8,137.59,967,-12.100000000000001
2013,1,9,22,30,0,0,0,2.6,-10,146.29,967,-11.4
2013,1,9,23,30,0,0,0,3.1,-9.5,152.56,967,-10.3
2013,1,10,0,30,0,0,0,3.5,-9.1,154.35,968,-10.200000000000001
2013,1,10,1,30,0,0,0,4,-8.6,150.77,968,-9.8
2013,1,10,2,30,0,0,0,4.1000000000000005,-8.5,143.44,967,-9.4
2013,1,10,3,30,0,0,0,4.2,-8.700000000000001,134.25,966,-9.8
2013,1,10,4,30,0,0,0,4.4,-8.6,124.31,966,-9.9
2013,1,10,5,30,0,0,0,4.7,-8.200000000000001,114.19,965,-9.9
2013,1,10,6,30,0,0,0,4.9,-7.6000000000000005,104.28,964,-9.4
2013,1,10,7,30,0,0,0,5,-6.9,94.9,964,-8.9
2013,1,10,8,30,49,22,401,5.1000000000000005,-5.6000000000000005,86.19,963,-8
2013,1,10,9,30,174,44,682,5.2,-3.8000000000000003,79.06,963,-6.4
2013,1,10,10,30,284,56,806,5.300000000000001,-1.9000000000000001,73.56,962,-4.5
2013,1,10,11,30,355,60,871,5.2,-0.6000000000000001,70.2,962,-3.1
2013,1,10,12,30,373,60,886,5.1000000000000005,0.2,69.33,961,-2.3000000000000003
2013,1,10,13,30,280,73,637,4.9,0.30000000000000004,71.06,961,-2
2013,1,10,14,30,205,63,558,4.7,-0.2,75.19,960,-2.1
2013,1,10,15,30,98,47,332,4.6000000000000005,-1,81.31,959,-2.8000000000000003
2013,1,10,16,30,8,8,0,4.6000000000000005,-1.5,88.75,958,-3.5
2013,1,10,17,30,0,0,0,4.6000000000000005,-1.6,97.96000000000001,958,-3.7
2013,1,10,18,30,0,0,0,4.7,-1.4000000000000001,107.55,956,-3.7
2013,1,10,19,30,0,0,0,4.6000000000000005,-1.3,117.56,955,-3.3000000000000003
2013,1,10,20,30,0,0,0,4.4,-1.1,127.66,954,-2.3000000000000003
2013,1,10,21,30,0,0,0,4.3,-1,137.42000000000002,952,-1.6
2013,1,10,22,30,0,0,0,4,-1,146.11,951,-1.3
2013,1,10,23,30,0,0,0,3.6,-1.1,152.39000000000001,950,-1.3
2013,1,11,0,30,0,0,0,3.2,-1.1,154.20000000000002,949,-1.3
2013,1,11,1,30,0,0,0,2.8000000000000003,-1,150.67000000000002,949,-1.2000000000000002
2013,1,11,2,30,0,0,0,2.4000000000000004,-1,143.38,948,-1.1
2013,1,11,3,30,0,0,0,2.2,-1.1,134.21,947,-1.2000000000000002
2013,1,11,4,30,0,0,0,1.9000000000000001,-1.2000000000000002,124.27,947,-1.2000000000000002
2013,1,11,5,30,0,0,0,1.7000000000000002,-1.2000000000000002,114.15,946,-1.4000000000000001
2013,1,11,6,30,0,0,0,1.7000000000000002,-1.1,104.23,946,-1.4000000000000001
2013,1,11,7,30,0,0,0,1.8,-0.7000000000000001,94.84,946,-1.1
2013,1,11,8,30,15,15,0,1.8,-0.2,86.12,946,-0.6000000000000001
2013,1,11,9,30,37,37,0,1.7000000000000002,0,78.97,945,-0.1
2013,1,11,10,30,44,44,0,1.7000000000000002,-0.1,73.44,945,-0.1
2013,1,11,11,30,47,47,0,1.8,-0.1,70.06,944,-0.1
2013,1,11,12,30,100,100,0,1.8,-0.1,69.17,943,-0.1
2013,1,11,13,30,104,104,0,1.8,-0.1,70.89,943,-0.1
2013,1,11,14,30,43,43,0,1.8,-0.1,75.01,943,-0.1
2013,1,11,15,30,46,46,0,1.9000000000000001,-0.1,81.13,943,-0.1
2013,1,11,16,30,6,6,0,2,-0.1,88.59,942,-0.1
2013,1,11,17,30,0,0,0,2.1,-0.1,97.78,942,-0.1
2013,1,11,18,30,0,0,0,2.3000000000000003,-0.1,107.37,941,-0.1
2013,1,11,19,30,0,0,0,2.4000000000000004,0,117.38,941,0
2013,1,11,20,30,0,0,0,2.4000000000000004,0,127.48,940,0
2013,1,11,21,30,0,0,0,2,0,137.24,939,0
2013,1,11,22,30,0,0,0,1.8,0,145.93,939,0
2013,1,11,23,30,0,0,0,1.7000000000000002,0,152.20000000000002,938,0
2013,1,12,0,30,0,0,0,1.5,0,154.04,937,0
2013,1,12,1,30,0,0,0,1.3,-0.2,150.56,937,-0.2
2013,1,12,2,30,0,0,0,1.7000000000000002,-0.5,143.3,937,-0.5
2013,1,12,3,30,0,0,0,3.1,-1.4000000000000001,134.15,937,-1.4000000000000001
2013,1,12,4,30,0,0,0,4.7,-4.5,124.22,938,-4.5
2013,1,12,5,30,0,0,0,5.300000000000001,-9.3,114.10000000000001,941,-9.3
2013,1,12,6,30,0,0,0,4.9,-12.700000000000001,104.17,943,-13.5
2013,1,12,7,30,0,0,0,4.3,-13.8,94.77,945,-15.5
2013,1,12,8,30,23,23,0,4.1000000000000005,-14,86.03,947,-16.1
2013,1,12,9,30,102,73,150,4.2,-13.9,78.86,949,-16.1
2013,1,12,10,30,76,76,0,4.2,-13.700000000000001,73.31,950,-16.1
2013,1,12,11,30,176,144,94,4.1000000000000005,-13.5,69.91,951,-16.1
2013,1,12,12,30,180,150,83,4,-13.4,69,952,-16
2013,1,12,13,30,190,138,158,3.8000000000000003,-13.4,70.7,954,-16
2013,1,12,14,30,126,105,84,3.6,-13.700000000000001,74.82000000000001,955,-16
2013,1,12,15,30,43,43,0,3.3000000000000003,-14.5,80.93,956,-16.400000000000002
2013,1,12,16,30,21,15,209,2.9000000000000004,-15.600000000000001,88.4,956,-17.3
2013,1,12,17,30,0,0,0,2.6,-16.1,97.60000000000001,957,-18.1
2013,1,12,18,30,0,0,0,2.4000000000000004,-17.2,107.19,958,-18.900000000000002
2013,1,12,19,30,0,0,0,2.2,-17.8,117.2,958,-19.6
2013,1,12,20,30,0,0,0,2.1,-18.400000000000002,127.3,959,-20.200000000000003
2013,1,12,21,30,0,0,0,1.7000000000000002,-18.900000000000002,137.05,960,-20.700000000000003
2013,1,12,22,30,0,0,0,1.5,-19.200000000000003,145.74,961,-21.3
2013,1,12,23,30,0,0,0,2.1,-19.1,152.02,961,-21.400000000000002
2013,1,13,0,30,0,0,0,2.6,-19.1,153.88,960,-21.1
2013,1,13,1,30,0,0,0,2.5,-19.700000000000003,150.44,960,-21.400000000000002
2013,1,13,2,30,0,0,0,2.3000000000000003,-20.6,143.22,960,-22.3
2013,1,13,3,30,0,0,0,2,-21.5,134.09,960,-23.3
2013,1,13,4,30,0,0,0,1.6,-22.3,124.17,961,-24.200000000000003
2013,1,13,5,30,0,0,0,1.4000000000000001,-22.900000000000002,114.04,962,-25
2013,1,13,6,30,0,0,0,1.6,-23.1,104.11,962,-25.5
2013,1,13,7,30,0,0,0,2.1,-23,94.7,962,-25.6
2013,1,13,8,30,37,25,175,2.4000000000000004,-22.6,85.93,962,-25.400000000000002
2013,1,13,9,30,99,74,124,2.5,-21.6,78.75,962,-24.700000000000003
2013,1,13,10,30,165,117,168,2.5,-20.700000000000003,73.18,962,-23.6
2013,1,13,11,30,250,125,361,2.4000000000000004,-20,69.75,962,-22.700000000000003
2013,1,13,12,30,277,121,432,2.3000000000000003,-19.400000000000002,68.83,962,-22
2013,1,13,13,30,288,75,639,2.4000000000000004,-19,70.51,962,-21.400000000000002
2013,1,13,14,30,181,92,335,2.5,-18.8,74.62,962,-21.1
2013,1,13,15,30,86,59,168,2.2,-18.8,80.74,962,-21
2013,1,13,16,30,13,13,0,1.8,-19.200000000000003,88.22,962,-21.200000000000003
2013,1,13,17,30,0,0,0,1.6,-19.5,97.41,962,-21.700000000000003
2013,1,13,18,30,0,0,0,1.3,-20.3,107.01,963,-22.200000000000003
2013,1,13,19,30,0,0,0,1.3,-20.8,117.02,963,-22.8
2013,1,13,20,30,0,0,0,1.3,-21.5,127.12,963,-23.400000000000002
2013,1,13,21,30,0,0,0,1.5,-22.1,136.87,964,-24.200000000000003
2013,1,13,22,30,0,0,0,1.7000000000000002,-22.5,145.55,964,-24.6
2013,1,13,23,30,0,0,0,1.8,-23.400000000000002,151.82,965,-25.1
2013,1,14,0,30,0,0,0,1.7000000000000002,-24.700000000000003,153.71,966,-26.3
2013,1,14,1,30,0,0,0,1.7000000000000002,-26.1,150.32,966,-27.900000000000002
2013,1,14,2,30,0,0,0,1.6,-27.200000000000003,143.13,967,-29.200000000000003
2013,1,14,3,30,0,0,0,1.5,-27.900000000000002,134.02,967,-30.200000000000003
2013,1,14,4,30,0,0,0,1.4000000000000001,-28.5,124.11,967,-30.8
2013,1,14,5,30,0,0,0,1.3,-28.900000000000002,113.98,968,-31.400000000000002
2013,1,14,6,30,0,0,0,1.2000000000000002,-29.200000000000003,104.05,969,-31.700000000000003
2013,1,14,7,30,0,0,0,1.3,-28.8,94.62,969,-31.8
2013,1,14,8,30,28,26,38,1.5,-26.900000000000002,85.84,970,-30.900000000000002
2013,1,14,9,30,111,73,197,2.1,-23.400000000000002,78.63,970,-27.900000000000002
